image,locationName,city,gencapacity (kW),Unnamed: 4,latitude,longitude
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Penfield,"Penfield, NY",1259,,43.1645686,-77.4533606
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Tonawanda,"Tonawanda, NY",2600,,42.9943344,-78.9014587
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Wallkill Landfill Project,"Wallkill, NY",2400,,41.5449995,-74.4062945
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Walworth Solar Farm,"Walworth, NY",1562,,43.1344077,-77.2915117
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Wawarsing,"Wawarsing, NY",1123,,41.7619374,-74.3574363
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Williamson Landfill Solar Project,"Williamson, NY",1507,,43.2435339,-77.1781442
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,U.S. Light Energy - 4535 State Route 104,"Oswego, NY",7200,,43.4788811,-76.3437293
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,U.S. Light Energy - 6948 Rome Oriskany Rd,"Rome, NY",4500,,43.1929159,-75.4301572
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Ulster County,"Kingston, NY",1901,,41.9618959,-73.9841093
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Underhill,"Poughkeepsie, NY",3000,,41.7152532,-73.8866768
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Union Vale Solar, LLC","Lagrangeville, NY",2600,,41.6494917,-73.7291532
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Upstate Cerebral Palsy,"Barneveld, NY",1401,,43.2512121,-75.1826032
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,USS New Scotland 1 LLC - 91172,"Slingerlands, NY",2600,,42.6201258,-73.9084124
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Valley Sand and Gravel, Inc","Caledonia, NY",1737,,42.924714,-77.7927959
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Van Epps Solar, LLC - 677 Van Epps","Fultonville, NY",7400,,42.9378051,-74.3774102
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Village of Albion,"Albion, NY",1310,,43.2549171,-78.1706277
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Volney II,"Fulton, NY",4400,,43.3415654,-76.3565579
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,VulCraft of NY,"Chemung, NY",1600,,42.0071397,-76.6141734
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Waddingham Road Solar - 26719 Waddingham Road,"Evans Mills, NY",5000,,44.067329,-75.8415059
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Waddington Solar - 1020 County Road 31,"Waddington, NY",7300,,44.788006,-75.2130879
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Wal-Mart Stores Inc. - 8005 Call Pkwy,"Batavia, NY",2800,,43.023553,-78.1859487
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Walden - 1343 Route 52 - PV Systems,"Montgomery, NY",5800,,41.583937,-74.2167694
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Walden NY 1, LLC - 757 Route 52 - PV Systems","Walden, NY",2700,,41.5541445,-74.148064
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Warwick Renewables, LLC - 35 Union Corners Road","Warwick, NY",1888,,41.2821392,-74.4059559
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Warwick Valley Central School District,"Warwick, NY",2400,,41.2428465,-74.3929409
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Washington - NY Ogden - 760 Washington Street,"Ogden, NY",2800,,43.172051,-77.8516639
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Washington Avenue Solar, LLC","Scotia, NY",6100,,42.8215878,-73.9524941
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Washingtonville Solar LLC - 19 South Street,"Washingtonville, NY",2800,,41.424096,-74.1695533
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Wawayanda 2,"Wawayanda, NY",2500,,41.428844,-74.3912982
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,West State Johnstown,"Gloversville, NY",5600,,43.0676962,-74.3613596
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Westerlo A,"S Westerlo, NY",2800,,42.4448781,-74.0183049
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Western Turnpike Solar Project LLC,"Altamont, NY",2800,,42.73009,-73.974637
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Westtown NY 1,"Westtown, NY",2800,,41.34645,-74.5643971
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Westtown NY 2, LLC - Whitford Road - PV Systems","Westtown, NY",2800,,41.3489936,-74.525885
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Whaling Solar LLC - 10601 Hulser Rd,"Utica, NY",4500,,43.1909808,-75.2030278
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Wheatland 2A - 9565 Union Street - PV Systems,"Scottsville, NY",5900,,43.013421,-77.8031629
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Wheatland 2B - 9565 Union Street - PV Systems,"Scottsville, NY",5900,,43.0132344,-77.8032355
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"White River Solar, LLC - 2270 River Road","Schodack, NY",7500,,42.5589693,-73.746318
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Whitehaven Solar A, LLC - 1621 Whitehaven Road Solar Unit A - PV Systems","Grand Island, NY",6900,,43.022355,-78.9541566
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Wildcat Renewables, LLC - 11061 Bullis Rd","Marilla, NY",5700,,42.8392693,-78.576704
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Wildcat Renewables, LLC - 587 County Route 11","Gouverneur, NY",4900,,44.3697097,-75.4564305
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Wildcat Renewables, LLC - 7506 Baird Rd","Minoa, NY",3500,,43.0636785,-76.0112757
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Winema Solar Partners LLC - 4438 Scholtz Rd,"Vernon, NY",6700,,43.0827538,-75.6263209
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Yellow 4 LLC - 843 State Route 11,"Champlain, NY",3300,,44.976462,-73.4445899
